Event ID,Event Name,Date,City,State,Finishers,Males,Females,Male Win,Female Win,Average Time,Time STD
67101010,Chicago Marathon,"October 10, 2010",Chicago,IL,36159,19973,16186,2:06:24,2:20:25,4:43:48,0:55:00
67091011,Chicago Marathon,"October 11, 2009",Chicago,IL,33475,18983,14492,2:05:41,2:25:56,4:27:20,0:50:56
67081012,Chicago Marathon,"October 12, 2008",Chicago,IL,31343,17675,13668,2:06:25,2:27:17,4:46:30,0:53:30
67071007,Chicago Marathon,"October 7, 2007",Chicago,IL,28815,16945,11870,2:11:11,2:33:49,4:52:11,0:45:33
67061022,Chicago Marathon,"October 22, 2006",Chicago,IL,33618,18904,14714,2:07:35,2:20:42,4:25:02,0:50:43
67051009,Chicago Marathon,"October 9, 2005",Chicago,IL,32995,18673,14322,2:07:02,2:21:25,4:26:22,0:48:50
67041010,Chicago Marathon,"October 10, 2004",Chicago,IL,33033,19073,13960,2:06:16,2:23:45,4:26:53,0:48:45
67031012,Chicago Marathon,"October 12, 2003",Chicago,IL,32395,18720,13675,2:05:50,2:23:07,4:25:09,0:48:26
67021013,Chicago Marathon,"October 13, 2002",Chicago,IL,31093,18111,12982,2:05:56,2:17:18,4:19:51,0:47:03
67011007,Chicago Marathon,"October 7, 2001",Chicago,IL,28390,17129,11261,2:08:52,2:18:47,4:19:28,0:45:34
67001022,Chicago Marathon,"October 22, 2000",Chicago,IL,27870,16802,11068,2:07:01,2:21:33,4:21:46,0:48:52
18220424,Big Sur International Marathon,"April 24, 2022",Carmel,CA,3324,1639,1685,2:26:51,2:49:49,4:40:52,0:44:53
18190428,Big Sur International Marathon,"April 28, 2019",Carmel,CA,3483,1738,1745,2:25:21,2:48:39,4:35:45,0:45:12
18180429,Big Sur International Marathon,"April 29, 2018",Carmel,CA,3379,1664,1715,2:29:25,3:01:12,4:39:04,0:46:04
18170430,Big Sur International Marathon,"April 30, 2017",Carmel,CA,3304,1606,1698,2:30:29,3:01:39,4:40:07,0:45:06
18160424,Big Sur International Marathon,"April 24, 2016",Carmel,CA,3238,1582,1656,2:35:36,3:01:27,4:38:55,0:43:14
18150426,Big Sur International Marathon,"April 26, 2015",Carmel,CA,3422,1710,1712,2:30:48,2:57:02,4:41:00,0:47:54
18140427,Big Sur International Marathon,"April 27, 2014",Carmel,CA,3334,1692,1642,2:27:45,2:53:15,4:40:05,0:44:54
18130428,Big Sur International Marathon,"April 28, 2013",Carmel,CA,3121,1577,1544,2:27:46,2:50:02,4:34:13,0:44:51
18120429,Big Sur International Marathon,"April 29, 2012",Carmel,CA,3364,1786,1578,2:32:25,2:50:08,4:35:16,0:42:53
18110501,Big Sur International Marathon,"May 1, 2011",Carmel,CA,3218,1670,1548,2:31:54,3:05:05,4:32:59,0:46:21
18100425,Big Sur International Marathon,"April 25, 2010",Carmel,CA,3442,1942,1500,2:26:09,2:55:18,4:36:08,0:42:48
18090426,Big Sur International Marathon,"April 26, 2009",Carmel,CA,3058,1827,1231,2:32:17,2:56:06,4:33:50,0:41:49
18080427,Big Sur International Marathon,"April 27, 2008",Carmel,CA,3191,1871,1320,2:29:50,3:00:53,4:33:58,0:40:54
18070429,Big Sur International Marathon,"April 29, 2007",Carmel,CA,3092,1863,1229,2:25:49,3:02:09,4:25:51,0:40:15
18060430,Big Sur International Marathon,"April 30, 2006",Carmel,CA,2947,1824,1123,2:21:43,2:59:20,4:29:00,0:40:24
18050424,Big Sur International Marathon,"April 24, 2005",Carmel,CA,2871,1806,1065,2:23:35,2:46:53,4:25:48,0:36:41
18040425,Big Sur International Marathon,"April 25, 2004",Carmel,CA,2858,1815,1043,2:26:19,3:10:06,4:25:10,0:36:40
18030427,Big Sur International Marathon,"April 27, 2003",Carmel,CA,2820,1755,1065,2:19:59,2:47:11,4:28:24,0:38:49
18020428,Big Sur International Marathon,"April 28, 2002",Carmel,CA,2343,1492,851,2:18:05,2:51:10,4:22:59,0:36:51
18010429,Big Sur International Marathon,"April 29, 2001",Carmel,CA,2560,1548,1012,2:25:38,2:46:41,4:29:27,0:37:28
18000430,Big Sur International Marathon,"April 30, 2000",Carmel,CA,2407,1535,872,2:27:06,2:46:53,4:21:22,0:35:45
15220418,Boston Marathon,"April 18, 2022",Boston,MA,24607,14065,10542,2:06:51,2:21:01,3:45:09,0:43:49
15211011,Boston Marathon,"October 11, 2021",Boston,MA,15374,7941,7433,2:09:51,2:24:45,3:53:59,0:47:55
15190415,Boston Marathon,"April 15, 2019",Boston,MA,26632,14662,11970,2:07:57,2:23:31,3:53:01,0:44:59
15180416,Boston Marathon,"April 16, 2018",Boston,MA,25746,14142,11604,2:15:58,2:39:54,3:57:09,0:46:35
15170417,Boston Marathon,"April 17, 2017",Boston,MA,26411,14438,11973,2:09:37,2:21:52,3:58:03,0:42:08
15160418,Boston Marathon,"April 18, 2016",Boston,MA,26639,14471,12168,2:12:45,2:29:19,3:55:03,0:41:02
15150420,Boston Marathon,"April 20, 2015",Boston,MA,26610,14588,12022,2:09:17,2:24:55,3:46:28,0:40:31
15140421,Boston Marathon,"April 21, 2014",Boston,MA,31805,17523,14282,2:08:37,2:18:57,4:02:30,0:50:52
15130415,Boston Marathon,"April 15, 2013",Boston,MA,17580,10638,6942,2:10:22,2:26:25,3:29:52,0:23:07
15120416,Boston Marathon,"April 16, 2012",Boston,MA,21554,12588,8966,2:12:40,2:31:50,4:18:27,0:48:43
15110418,Boston Marathon,"April 18, 2011",Boston,MA,23879,13806,10073,2:03:02,2:22:36,3:49:54,0:37:56
15100419,Boston Marathon,"April 19, 2010",Boston,MA,22540,13072,9468,2:05:52,2:26:11,3:50:25,0:37:03
15090420,Boston Marathon,"April 20, 2009",Boston,MA,22849,13547,9302,2:08:42,2:32:16,3:49:34,0:37:14
15080421,Boston Marathon,"April 21, 2008",Boston,MA,21963,13028,8935,2:07:46,2:25:25,3:51:40,0:38:02
15070416,Boston Marathon,"April 16, 2007",Boston,MA,20348,12373,7975,2:14:13,2:29:18,3:54:33,0:38:47
15060417,Boston Marathon,"April 17, 2006",Boston,MA,19688,12063,7625,2:07:14,2:23:38,3:50:03,0:36:14
15050418,Boston Marathon,"April 18, 2005",Boston,MA,17549,10894,6655,2:11:45,2:25:13,3:57:41,0:36:53
15040419,Boston Marathon,"April 19, 2004",Boston,MA,16743,10504,6239,2:10:37,2:24:27,4:13:02,0:39:24
15030421,Boston Marathon,"April 21, 2003",Boston,MA,17046,10737,6309,2:10:11,2:25:20,3:55:19,0:36:47
15020415,Boston Marathon,"April 15, 2002",Boston,MA,14400,9149,5251,2:09:02,2:20:43,3:43:01,0:34:23
15010416,Boston Marathon,"April 16, 2001",Boston,MA,13395,8586,4809,2:09:43,2:23:53,3:46:44,0:36:36
15000417,Boston Marathon,"April 17, 2000",Boston,MA,15680,10207,5473,2:09:47,2:26:11,3:41:39,0:34:26
